Pueblo Dam,,,,,,,
PMF Snow Only,,,,,,,
PMF Only Snowmelt,,,,,,,
3100100021,,,,,,,
279.5,6866,,,,,,
280,6868,,,,,,
280.5,6869,,,,,,
281,6871,,,,,,
281.5,6873,,,,,,
282,6874,,,,,,
282.5,6876,,,,,,
283,6877,,,,,,
283.5,6878,,,,,,
284,6880,,,,,,
284.5,6881,,,,,,
285,6882,,,,,,
285.5,6883,,,,,,
286,6883,,,,,,
286.5,6884,,,,,,
287,6885,,,,,,
287.5,6885,,,,,,
288,6885,,,,,,
288.5,6885,,,,,,
289,6885,,,,,,
289.5,6884,,,,,,
290,6883,,,,,,
290.5,6881,,,,,,
291,6879,,,,,,
291.5,6876,,,,,,
292,6873,,,,,,
292.5,6870,,,,,,
293,6866,,,,,,
293.5,6862,,,,,,
294,6857,,,,,,
294.5,6852,,,,,,
295,6847,,,,,,
295.5,6842,,,,,,
296,6836,,,,,,
296.5,6830,,,,,,
297,6824,,,,,,
297.5,6817,,,,,,
298,6811,,,,,,
298.5,6804,,,,,,
299,6797,,,,,,
299.5,6790,,,,,,
300,6783,,,,,,
300.5,6776,,,,,,
301,6769,,,,,,
301.5,6761,,,,,,
302,6754,,,,,,
302.5,6747,,,,,,
303,6739,,,,,,
303.5,6732,,,,,,
304,6725,,,,,,
304.5,6718,,,,,,
305,6711,,,,,,
305.5,6704,,,,,,
306,6697,,,,,,
306.5,6690,,,,,,
307,6684,,,,,,
307.5,6678,,,,,,
308,6672,,,,,,
308.5,6666,,,,,,
309,6660,,,,,,
309.5,6655,,,,,,
310,6650,,,,,,
310.5,6645,,,,,,
311,6641,,,,,,
311.5,6637,,,,,,
312,6633,,,,,,
312.5,6630,,,,,,
313,6627,,,,,,
313.5,6624,,,,,,
314,6621,,,,,,
314.5,6619,,,,,,
315,6616,,,,,,
315.5,6614,,,,,,
316,6611,,,,,,
316.5,6609,,,,,,
317,6607,,,,,,
317.5,6604,,,,,,
318,6602,,,,,,
318.5,6600,,,,,,
319,6598,,,,,,
319.5,6596,,,,,,
320,6594,,,,,,
320.5,6593,,,,,,
321,6591,,,,,,
321.5,6589,,,,,,
322,6587,,,,,,
322.5,6586,,,,,,
323,6584,,,,,,
323.5,6582,,,,,,
324,6580,,,,,,
324.5,6579,,,,,,
